State,District,City,Latitude,Longitude
Maharashtra,Amravati,Amravati,20.94,77.78
Maharashtra,Wardha,Wardha,20.73,78.6
Maharashtra,Wardha,Hinganghat,20.55,78.84
Maharashtra,Nagpur,Nagpur,21.15,79.08
Maharashtra,Gondiya,Gondiya,21.45,80.18
Maharashtra,Chandrapur,Chandrapur,19.97,79.3
Maharashtra,Yavatmal,Yavatmal,20.39,78.12
Maharashtra,Nanded,Nanded Waghala,0,0
Maharashtra,Parbhani,Parbhani,19.26,76.77
Maharashtra,Jalna,Jalna,19.85,75.89
Maharashtra,Aurangabad,Aurangabad,19.9,75.35
Maharashtra,Nashik,Malegaon,20.56,74.53
Maharashtra,Nashik,Nashik,20,73.79
Maharashtra,Thane,Vasai-Virar City,19.47,72.8
Maharashtra,Thane,Mira-Bhayandar,19.3,72.85
Maharashtra,Thane,Thane,19.22,72.98
Maharashtra,Thane,Navi Mumbai,19.02,73.02
Maharashtra,Thane,Bhiwandi Nizampur,19.29,73.06
Maharashtra,Thane,Kalyan-Dombivli,19.23,73.13
Maharashtra,Thane,Ulhasnagar,19.22,73.15
Maharashtra,Thane,Badlapur,19.17,73.24
Maharashtra,Thane,Ambarnath,19.2,73.18
Maharashtra,Mumbai Suburban,Greater Mumbai,0,0
Maharashtra,Raigarh,Panvel,18.98,73.1
Maharashtra,Raigarh,Navi Mumbai Panvel Raigarh,0,0
Maharashtra,Pune,Pimpri Chinchwad,18.62,73.8
Maharashtra,Pune,Pune,18.52,73.86
Maharashtra,Ahmadnagar,Ahmadnagar,19.08,74.73
Maharashtra,Bid,Bid,18.99,75.76
Maharashtra,Latur,Latur,18.41,76.58
Maharashtra,Latur,Udgir,18.39,77.11
Maharashtra,Osmanabad,Osmanabad,18.19,76.04
Maharashtra,Solapur,Barshi,18.23,75.68
Maharashtra,Solapur,Solapur,17.66,75.91
Maharashtra,Satara,Satara,17.69,74
Maharashtra,Kolhapur,Ichalkaranji,16.71,74.46
Maharashtra,Kolhapur,Kolhapur,16.69,74.24
Maharashtra,Sangli,Sangli Miraj Kupwad,16.86,74.56
Andhra Pradesh,Adilabad,Adilabad,19.67,78.53
Andhra Pradesh,Nizamabad,Nizamabad,0,0
Andhra Pradesh,Karimnagar,Ramagundam,18.75,79.47
Andhra Pradesh,Karimnagar,Jagtial,18.8,78.93
Andhra Pradesh,Karimnagar,Karimnagar,18.43,79.12
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,Secunderabad,17.45,78.5
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Hyderabad,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Rangareddy,GHMC,0,0
Andhra Pradesh,Mahbubnagar,Mahbubnagar,16.75,78
Andhra Pradesh,Nalgonda,Suryapet,17.13,79.62
Andhra Pradesh,Nalgonda,Nalgonda,17.05,79.27
Andhra Pradesh,Nalgonda,Miryalaguda,16.87,79.58
Andhra Pradesh,Warangal,Warangal,18,79.59
Andhra Pradesh,Khammam,Khammam,17.25,80.17
Andhra Pradesh,Srikakulam,Srikakulam,18.3,83.9
Andhra Pradesh,Vizianagaram,Vizianagaram,18.11,83.4
Andhra Pradesh,Visakhapatnam,GVMC,0,0
Andhra Pradesh,East Godavari,Rajahmundry,17,81.78
Andhra Pradesh,East Godavari,Kakinada,16.99,82.25
Andhra Pradesh,West Godavari,Tadepalligudem,16.81,81.53
Andhra Pradesh,West Godavari,Eluru,16.7,81.1
Andhra Pradesh,West Godavari,Bhimavaram,16.54,81.52
Andhra Pradesh,Krishna,Vijayawada,16.52,80.63
Andhra Pradesh,Krishna,Gudivada,16.44,80.99
Andhra Pradesh,Krishna,Machilipatnam,16.17,81.13
Andhra Pradesh,Guntur,Mangalagiri,16.43,80.55
Andhra Pradesh,Guntur,Narasaraopet,16.25,80.07
Andhra Pradesh,Guntur,Chilakaluripet,16.09,80.17
Andhra Pradesh,Guntur,Guntur,16.31,80.44
Andhra Pradesh,Guntur,Tenali,16.24,80.65
Andhra Pradesh,Prakasam,Ongole,15.51,80.05
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,14.44,79.99
Andhra Pradesh,Y.S.R.,Proddatur,14.75,78.55
Andhra Pradesh,Y.S.R.,Kadapa,14.48,78.8
Andhra Pradesh,Kurnool,Kurnool,15.83,78.03
Andhra Pradesh,Kurnool,Adoni,15.62,77.27
Andhra Pradesh,Kurnool,Nandyal,15.48,78.48
Andhra Pradesh,Anantapur,Guntakal,15.17,77.37
Andhra Pradesh,Anantapur,Tadpatri,14.92,78.02
Andhra Pradesh,Anantapur,Anantapur,14.69,77.6
Andhra Pradesh,Anantapur,Dharmavaram,14.41,77.71
Andhra Pradesh,Anantapur,Hindupur,13.82,77.48
Andhra Pradesh,Chittoor,Tirupati,13.63,79.42
Andhra Pradesh,Chittoor,Madanapalle,13.55,78.5
Andhra Pradesh,Chittoor,Chittoor,13.22,79.1
Karnataka,Belgaum,Belgaum,15.85,74.5
Karnataka,Bagalkot,Bagalkot,16.17,75.68
Karnataka,Bijapur,Bijapur,16.83,75.73
Karnataka,Bidar,Bidar,17.92,77.52
Karnataka,Raichur,Raichur,16.2,77.36
Karnataka,Koppal,Gangawati,15.43,76.53
Karnataka,Gadag,Gadag-Betigeri,15.42,75.62
Karnataka,Dharwad,Hubli-Dharwad,0,0
Karnataka,Haveri,Ranibennur,14.62,75.62
Karnataka,Bellary,Hospet,15.27,76.38
Karnataka,Bellary,Bellary,15.1,76.92
Karnataka,Chitradurga,Chitradurga,14.23,76.4
Karnataka,Davanagere,Davanagere,14.46,75.92
Karnataka,Shimoga,Shimoga,13.93,75.57
Karnataka,Shimoga,Bhadravati,13.84,75.7
Karnataka,Udupi,Udupi,13.34,74.74
Karnataka,Chikmagalur,Chikmagalur,13.3,75.73
Karnataka,Tumkur,Tumkur,13.33,77.1
Karnataka,Bangalore,BBMP,0,0
Karnataka,Mandya,Mandya,12.52,76.89
Karnataka,Hassan,Hassan,13.01,76.1
Karnataka,Dakshina Kannada,Mangalore,12.8,74.83
Karnataka,Mysore,Mysore,12.3,76.65
Karnataka,Gulbarga,Gulbarga,17.32,76.82
Karnataka,Kolar,Kolar,13.13,78.13
Karnataka,Kolar,Robertson Pet,12.95,78.27
Kerala,Kasaragod,Kanhangad,12.3,75.08
Kerala,Kozhikode,Kozhikode,11.26,75.78
Kerala,Malappuram,Malappuram,11.07,76.07
Kerala,Palakkad,Palakkad,10.78,76.65
Kerala,Thrissur,Thrissur,10.53,76.21
Kerala,Ernakulam,Kochi,9.97,76.28
Kerala,Alappuzha,Alappuzha,9.5,76.34
Kerala,Kollam,Kollam,8.89,76.61
Kerala,Thiruvananthapuram,Thiruvananthapuram,8.52,76.94
Tamil Nadu,Thiruvallur,Avadi,13.12,80.1
Tamil Nadu,Thiruvallur,Ambattur,13.08,80.15
Tamil Nadu,Thiruvallur,Tiruvottiyur,13.17,80.3
Tamil Nadu,Thiruvallur,Madavaram,13.15,80.23
Tamil Nadu,Chennai,Chennai,13.07,80.24
Tamil Nadu,Kancheepuram,Tambaram,12.93,80.12
Tamil Nadu,Kancheepuram,Alandur,13,80.2
Tamil Nadu,Kancheepuram,Pallavaram,12.98,80.18
Tamil Nadu,Kancheepuram,Kancheepuram,12.83,79.7
Tamil Nadu,Vellore,Vellore,12.93,79.15
Tamil Nadu,Vellore,Ambur,12.79,78.72
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,12.23,79.07
Tamil Nadu,Salem,Salem,11.66,78.15
Tamil Nadu,Erode,Erode,11.34,77.73
Tamil Nadu,Dindigul,Dindigul,10.37,77.97
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,10.8,78.68
Tamil Nadu,Cuddalore,Cuddalore,11.74,79.77
Tamil Nadu,Cuddalore,Neyveli,11.53,79.48
Tamil Nadu,Nagapattinam ,Nagapattinam,10.77,79.83
Tamil Nadu,Thanjavur,Kumbakonam,10.96,79.38
Tamil Nadu,Thanjavur,Thanjavur,10.79,79.14
Tamil Nadu,Pudukkottai,Pudukkottai,10.38,78.82
Tamil Nadu,Sivaganga,Karaikkudi,10.07,78.78
Tamil Nadu,Madurai,Madurai,9.94,78.12
Tamil Nadu,Virudhunagar,Rajapalayam,9.45,77.55
Tamil Nadu,Thoothukkudi,Thoothukkudi,8.82,78.13
Tamil Nadu,Tirunelveli,Tirunelveli,8.74,77.69
Tamil Nadu,Kanniyakumari,Nagercoil,8.17,77.43
Tamil Nadu,Krishnagiri,Hosur,12.74,77.83
Tamil Nadu,Coimbatore,Coimbatore,11.02,76.97
Tamil Nadu,Coimbatore,Kurichi,10.97,77.02
Tamil Nadu,Tiruppur,Tiruppur,11.11,77.35
Puducherry,Puducherry,Puducherry,11.9,79.8
Puducherry,Puducherry,Ozhukarai,11.95,79.77
Andaman & Nicobar Islands,South Andaman,Port Blair,11.62,92.73
